project;commit;benchmark;params;f1;f2;f3;f4;f5
squidlib;;squidpony.performance.FOVCacheBenchmark.measureCachedFOV;;15;7;15;16;15
squidlib;;squidpony.performance.WorldBenchmark.measureClassic;;15;14;16;13;14
squidlib;;squidpony.performance.MathBenchmark.measureCosGdxDeg;;20;19;12;22;22
squidlib;;squidpony.performance.CoordPackerBenchmark.doRandomA;;24;22;17;25;22
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerSquidPrimitiveOM;NEED_TO_ENLARGE=0&SIZE=65536;11;10;13;8;11
squidlib;;squidpony.performance.RNGBenchmark.measureOriole32R;;17;22;22;23;19
squidlib;;squidpony.performance.HashBenchmark.doCharMist32;;25;23;19;19;23
squidlib;;squidpony.performance.MathBenchmark.measureBaseline;;25;25;15;12;17
squidlib;;squidpony.performance.RNGBenchmark.measureLongPeriodIntR;;19;22;23;20;24
squidlib;;squidpony.performance.RNGBenchmark.measureLapInt;;25;28;24;15;21
squidlib;;squidpony.performance.DijkstraBenchmark.doPathOtherDijkstra;;15;9;10;13;13
squidlib;;squidpony.performance.RNGBenchmark.measureThreadLocalInt;;21;20;18;38;23
squidlib;;squidpony.performance.WaypointBenchmark.countWaypoint2;;30;31;27;28;29
squidlib;;squidpony.performance.RNGBenchmark.measureGWTRNG;;24;23;19;29;20
squidlib;;squidpony.performance.RNGBenchmark.measureThrustAltR;;25;25;19;31;21
squidlib;;squidpony.performance.DataStructureBenchmark.insertStringGdxOM2;NEED_TO_ENLARGE=2&SIZE=65536;18;20;26;23;21
squidlib;;squidpony.performance.DijkstraBenchmark.doPathDijkstra;;9;11;12;12;9
squidlib;;squidpony.performance.HashBenchmark.doCharLightning32;;12;21;18;28;27
squidlib;;squidpony.performance.MathBenchmark.measureCosApproxFloat;;31;25;18;32;31
squidlib;;squidpony.performance.RNGBenchmark.measureThrustAlt;;17;17;25;21;24
squidlib;;squidpony.performance.DataStructureBenchmark.insertIntegerSquidMildOS2;NEED_TO_ENLARGE=2&SIZE=65536;21;12;21;22;19
