project;benchmark;params;javaPath;jarFile;arguments
jenetics;io.jenetics.internal.util.IndexSorterPerf.insertionSort80;;java;~/thesis/rq2/jenetics.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
jenetics;io.jenetics.internal.util.IndexSorterPerf.insertionSort160;;java;~/thesis/rq2/jenetics.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
jenetics;io.jenetics.internal.util.IndexSorterPerf.insertionSort250;;java;~/thesis/rq2/jenetics.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
jenetics;io.jenetics.internal.util.IndexSorterPerf.insertionSort320;;java;~/thesis/rq2/jenetics.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
jenetics;io.jenetics.internal.util.IndexSorterPerf.heapSort80;;java;~/thesis/rq2/jenetics.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
jenetics;io.jenetics.internal.util.IndexSorterPerf.heapSort160;;java;~/thesis/rq2/jenetics.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
jenetics;io.jenetics.internal.util.IndexSorterPerf.heapSort250;;java;~/thesis/rq2/jenetics.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
jenetics;io.jenetics.internal.util.IndexSorterPerf.heapSort320;;java;~/thesis/rq2/jenetics.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
jenetics;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf10;;java;~/thesis/rq2/jenetics.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
jenetics;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf15;;java;~/thesis/rq2/jenetics.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
jenetics;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf20;;java;~/thesis/rq2/jenetics.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
jenetics;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf40;;java;~/thesis/rq2/jenetics.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
jenetics;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf80;;java;~/thesis/rq2/jenetics.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
jenetics;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf160;;java;~/thesis/rq2/jenetics.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
jenetics;io.jenetics.ProbabilitySelectorIndexOfPerf.binaryIndexOf250;;java;~/thesis/rq2/jenetics.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
