project;benchmark;params;javaPath;jarFile;arguments
squidlib;squidpony.performance.CoordPackerBenchmark.doPack;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doUnion;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doIntersect;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doFringe;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doExpand;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doSurface;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doRetract;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doFlood;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doRandom;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doPackG;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doUnionG;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doIntersectG;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doFringeG;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doExpandG;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doSurfaceG;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doRetractG;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doFloodG;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doRandomG;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.measureMixedSeparatedG;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.measureMixedSeparatedAltG;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.measureMixedRegionG;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.measureZCurveRegionG;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.measureQuasiRegionG;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.CoordPackerBenchmark.doRandomA;;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap;NEED_TO_ENLARGE=0&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap;NEED_TO_ENLARGE=1&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap;NEED_TO_ENLARGE=2&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap2;NEED_TO_ENLARGE=0&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap2;NEED_TO_ENLARGE=1&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashMap2;NEED_TO_ENLARGE=2&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashSet;NEED_TO_ENLARGE=0&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashSet;NEED_TO_ENLARGE=1&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashSet;NEED_TO_ENLARGE=2&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashSet2;NEED_TO_ENLARGE=0&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashSet2;NEED_TO_ENLARGE=1&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerLinkedHashSet2;NEED_TO_ENLARGE=2&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerGdxOM;NEED_TO_ENLARGE=0&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerGdxOM;NEED_TO_ENLARGE=1&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerGdxOM;NEED_TO_ENLARGE=2&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
squidlib;squidpony.performance.DataStructureBenchmark.insertIntegerGdxOM2;NEED_TO_ENLARGE=0&SIZE=65536;java;~/thesis/rq2/squidlib.jar;-bm sample -f 5 -i 100 -wi 0 -r 1
