"alesharik/AlesharikWebServer","f325a39a8fe9cf66723de4f20b2d932effb0f5bb","1496268000","1.17","1.8","1.8","com.alesharik.webserver.logger.LoggerBenchmark","log","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","3","","0","0","0","false","false","false","false","false","logMessage=com.alesharik.webserver.logger.LoggerBenchmark","logMessage=c&logMessage=smallText&logMessage=Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.","1","1","0","","true","929b4850176a83ef082fbd9be36384d571e6c8beeaa51e0b7c837afcc64f3083"
"alesharik/AlesharikWebServer","f325a39a8fe9cf66723de4f20b2d932effb0f5bb","1496268000","1.17","1.8","1.8","com.alesharik.webserver.logger.LoggerBenchmark","log1","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","3","","0","0","0","false","false","false","false","false","logMessage=com.alesharik.webserver.logger.LoggerBenchmark","logMessage=c&logMessage=smallText&logMessage=Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.","1","1","0","","true","036a56611e80a7ca66c6f95a23d6899008d30083978f0d60704b9c900cec32bf"
"alesharik/AlesharikWebServer","f325a39a8fe9cf66723de4f20b2d932effb0f5bb","1496268000","1.17","1.8","1.8","com.alesharik.webserver.api.CompressionUtilsBenchmark","testCompressDefault","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","1","","0","0","0","false","false","false","false","false","","","0","0","0","","true","571c0aa881ffb3a706e398a9bfab3fda6248fc1f673199662464a36301735bcc"
"alesharik/AlesharikWebServer","f325a39a8fe9cf66723de4f20b2d932effb0f5bb","1496268000","1.17","1.8","1.8","com.alesharik.webserver.api.CompressionUtilsBenchmark","testCompressFast","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","1","","0","0","0","false","false","false","false","false","","","0","0","0","","true","d1e2a5bbb87a8fec3c411dd6c995833036e9bba385bb1fd90f6e06d6d5a55171"
"alesharik/AlesharikWebServer","f325a39a8fe9cf66723de4f20b2d932effb0f5bb","1496268000","1.17","1.8","1.8","com.alesharik.webserver.api.CompressionUtilsBenchmark","testCompressGood","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","1","","0","0","0","false","false","false","false","false","","","0","0","0","","true","07ef9ee8d7aefc5a3d66490057e2670cf49f2cb39d4c13463bbe88ee24f24a39"
"alesharik/AlesharikWebServer","f325a39a8fe9cf66723de4f20b2d932effb0f5bb","1496268000","1.17","1.8","1.8","com.alesharik.webserver.api.CompressionUtilsBenchmark","testCompressNoCompress","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","1","","0","0","0","false","false","false","false","false","","","0","0","0","","true","5790f4bb2fa9310ca358c45f80c3bd41c1644734255906b778bcb6a19d381fea"
"alesharik/AlesharikWebServer","f325a39a8fe9cf66723de4f20b2d932effb0f5bb","1496268000","1.17","1.8","1.8","com.alesharik.webserver.api.CompressionUtilsBenchmark","testDecompress","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","1","","0","0","0","false","false","false","false","false","","","0","0","0","byte[]","true","95846eb9afacce39b88cfd335be4a4bdbbd1eb91e8e81c767b2a9885f8a08e6f"
"alesharik/AlesharikWebServer","f325a39a8fe9cf66723de4f20b2d932effb0f5bb","1496268000","1.17","1.8","1.8","com.alesharik.webserver.api.CompressionUtilsBenchmark","testCompressAndDecompress","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","true","","true","false","","false","false","","false","false","","false","1","","0","0","0","false","false","false","false","false","","","0","0","0","byte[]","true","cffb3131e76ec54abf23fc391244c1da0ecc28afa8c6f78c3d38d49395125046"
"alesharik/AlesharikWebServer","f325a39a8fe9cf66723de4f20b2d932effb0f5bb","1496268000","1.17","1.8","1.8","com.alesharik.webserver.api.fileManager.FileManagerBenchmark","readTest","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","1","","0","0","0","false","false","false","false","false","","","0","0","0","boolean","true","1f0244840a0fa53b12f3b56eb83ae4b4b24e5dafb9d7ac4355ffd5f55f2df26c"
"alesharik/AlesharikWebServer","f325a39a8fe9cf66723de4f20b2d932effb0f5bb","1496268000","1.17","1.8","1.8","com.alesharik.webserver.api.LoginPasswordCoderBenchmark","encode","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","16","","0","0","0","false","false","false","false","false","login=com.alesharik.webserver.api.LoginPasswordCoderBenchmark&password=com.alesharik.webserver.api.LoginPasswordCoderBenchmark","login=hi&login=test&login=admin&login=Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed tincidunt blandit tellus nec faucibus. Etiam aliquet sapien eu libero hendrerit posuere. Morbi sollicitudin ante sed elit molestie scelerisque. Suspendisse potenti. Nunc sagittis est sit amet odio lacinia semper. Nunc porttitor, ligula non bibendum commodo, leo nisi fermentum lacus, in egestas odio est a lectus. Pellentesque convallis sapien ex, ac ornare diam accumsan venenatis. In hendrerit est id elementum pharetra. Suspendisse potenti. Suspendisse potenti.&password=hi&password=test&password=admin&password=Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed tincidunt blandit tellus nec faucibus. Etiam aliquet sapien eu libero hendrerit posuere. Morbi sollicitudin ante sed elit molestie scelerisque. Suspendisse potenti. Nunc sagittis est sit amet odio lacinia semper. Nunc porttitor, ligula non bibendum commodo, leo nisi fermentum lacus, in egestas odio est a lectus. Pellentesque convallis sapien ex, ac ornare diam accumsan venenatis. In hendrerit est id elementum pharetra. Suspendisse potenti. Suspendisse potenti.","2","2","0","java.lang.String","true","0802be5fbd7360e8d0e8283f002da2b85d8f2051f2fdb5fd8b11889d465c777e"
