"alesharik/AlesharikWebServer","a333ef1a07a562c5c38b594096250b11c8e70258","1535752800","1.18","1.8","1.8","com.alesharik.webserver.api.MemoryReserveUtilsBenchmark.reserveUnreserveMemory","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","","false","8a58f5a8f98ec64f554cac4d193f2cfd187002504bb04bbf6e2054a7f12cae04"
"alesharik/AlesharikWebServer","a333ef1a07a562c5c38b594096250b11c8e70258","1535752800","1.18","1.8","1.8","com.alesharik.webserver.api.JavaCompareBenchmark.reflectionMethodCall","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","java.lang.String","false","d9f3a8a56cc3ec4d5191546438abb6950b5dcac4ec6e708b8d5edd9a6069035d"
"alesharik/AlesharikWebServer","a333ef1a07a562c5c38b594096250b11c8e70258","1535752800","1.18","1.8","1.8","com.alesharik.webserver.api.JavaCompareBenchmark.methodHandleArgumentsCall","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","java.lang.String","false","94d10d01b94be45bd48cd56b83f183ac45b964d23931467d50755d573fe2db99"
"alesharik/AlesharikWebServer","a333ef1a07a562c5c38b594096250b11c8e70258","1535752800","1.18","1.8","1.8","com.alesharik.webserver.api.JavaCompareBenchmark.methodHandleExactCall","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","java.lang.String","false","9fa83ae9a00a25600327ac51568c88f28c2e11bc6f75805b07e1d1c74c857082"
"alesharik/AlesharikWebServer","a333ef1a07a562c5c38b594096250b11c8e70258","1535752800","1.18","1.8","1.8","com.alesharik.webserver.api.JavaCompareBenchmark.newObjectCost","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","java.lang.Object","false","313d7c2509301cdbb0a21d045f7224018534b87bec7a744ffc867952794b75b4"
"alesharik/AlesharikWebServer","a333ef1a07a562c5c38b594096250b11c8e70258","1535752800","1.18","1.8","1.8","com.alesharik.webserver.api.JavaCompareBenchmark.addRemoveCost","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","java.lang.Object","false","a64cc38982ee674345b39ead46a84eb7a640ea5da75cd8eadc7556bc5f6bec48"
"alesharik/AlesharikWebServer","a333ef1a07a562c5c38b594096250b11c8e70258","1535752800","1.18","1.8","1.8","com.alesharik.webserver.api.fileManager.FileManagerBenchmark.readTest","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","boolean","true","1f0244840a0fa53b12f3b56eb83ae4b4b24e5dafb9d7ac4355ffd5f55f2df26c"
"alesharik/AlesharikWebServer","a333ef1a07a562c5c38b594096250b11c8e70258","1535752800","1.18","1.8","1.8","com.alesharik.webserver.module.http.http.data.CookieBenchmark.myCookieTest","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","java.lang.String","true","adc1e0aa4db40b6fa3fe5ca90218cf975b78aaa9ecdf2c31ef67c030c2884353"
"alesharik/AlesharikWebServer","a333ef1a07a562c5c38b594096250b11c8e70258","1535752800","1.18","1.8","1.8","com.alesharik.webserver.module.http.http.data.CookieBenchmark.grassfishCookieTest","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","java.lang.String","true","e0b9989db0eec102f753f94c3a8969a4fe089aa34f40b080b9e277f7b4eb6d21"
"alesharik/AlesharikWebServer","a333ef1a07a562c5c38b594096250b11c8e70258","1535752800","1.18","1.8","1.8","com.alesharik.webserver.module.http.http.header.HeaderBenchmark.acceptCharsetParseTest","","","","","","","BOTH_UNSET","BOTH_UNSET","BOTH_UNSET","","","","","","","UNIT_SET","UNIT_SET","BOTH_UNSET","","","","","","","false","","false","true","","true","false","","false","false","","false","","0","false","false","false","false","false","","","0","0","com.alesharik.webserver.module.http.http.data.WeightCharset[]","true","7245d6a6397c1c63a796455180fdd36a122188baf34a575805de297fc29b0fae"
