project;commit;benchmark;params;f1;f2;f3;f4;f5
rxjava;;io.reactivex.XMapYPerf.obsFlatMapIterable0;times=100000;19;15;12;17;19
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1;22;12;18;20;23
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observablePlain;count=100;11;10;10;9;9
rxjava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=10;13;12;12;13;17
rxjava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=1000000;16;14;16;17;17
rxjava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observablePlain;count=1;9;23;10;10;9
rxjava;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=1;11;12;12;11;16
rxjava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableConvert;count=1;17;13;25;10;23
rxjava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=100000;24;11;18;16;15
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableConvert;count=1000000;19;19;14;18;20
rxjava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10000&count=10000&parallelism=1;12;17;17;12;12
rxjava;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=100;11;22;9;15;11
rxjava;;io.reactivex.XMapYPerf.flowFlatMapIterable0;times=100;11;10;11;11;9
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=100;24;19;22;24;19
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=10000;18;17;31;20;16
rxjava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=100000;2147483647;16;16;8;28
rxjava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observablePlain;count=100000;15;17;16;16;16
rxjava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observablePlain;count=10000;35;25;34;34;33
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain;count=100;14;10;9;13;13
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableConvert;count=10;9;8;8;11;8
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated;count=10000;12;7;12;10;11
rxjava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowablePlain;count=1000;13;14;13;12;12
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observablePlain;count=1000;11;13;12;12;12
rxjava;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=1000000;14;18;15;14;22
rxjava;;io.reactivex.FlattenJustPerf.flowable;times=1000000;16;27;15;27;18
rxjava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10000&count=10000&parallelism=4;22;24;27;21;24
rxjava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observablePlain;count=1000000;17;12;20;17;20
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000000&maxConcurrency=1;17;14;19;29;16
rxjava;;io.reactivex.BlockingGetPerf.flowableBlockingLast;;13;11;10;9;10
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=10000;17;17;17;17;18
rxjava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observableConvert;count=1;13;24;10;12;13
rxjava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapPublisher;times=1;12;10;13;15;16
rxjava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observablePlain;count=1000000;23;12;11;12;14
rxjava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableDedicated;count=100000;26;25;27;15;16
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=10000&maxConcurrency=8;19;19;16;15;14
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10&maxConcurrency=128&work=1;14;12;12;11;15
rxjava;;io.reactivex.OperatorMergePerf.mergeTwoAsyncStreamsOfN;size=1000;9;9;9;9;14
rxjava;;io.reactivex.TakeUntilPerf.flowable;;11;46;17;24;16
rxjava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observableDedicated;count=100000;21;13;16;16;19
rxjava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=10000;27;19;11;11;11
rxjava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHidePublisher;times=1000;8;18;10;8;13
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=1000000;17;16;15;12;20
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=1;12;38;17;11;12
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableDedicated;count=10;11;13;10;11;9
rxjava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=10000;8;14;14;14;14
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybe0;times=1;11;9;18;9;11
rxjava;;io.reactivex.CallableAsyncPerf.pipelineCompletable;;12;13;11;24;22
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=1000000;16;19;16;14;19
rxjava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableConvert;count=1000000;18;13;17;13;15
rxjava;;io.reactivex.XMapYPerf.obsFlatMapSingleAsObs1;times=100000;17;28;16;10;16
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1&maxConcurrency=8&work=10;8;9;11;18;9
rxjava;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=100000;13;20;20;12;16
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableDedicated;count=10;43;11;9;9;13
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=100000&maxConcurrency=8;19;20;14;15;17
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1000;11;9;17;8;9
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableDedicated;count=10000;18;17;25;25;22
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100&maxConcurrency=1&work=100;12;11;13;15;15
rxjava;;io.reactivex.ObservableFlatMapPerf.flatMapXRange;count=100000;21;22;22;27;44
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableConvert;count=10000;14;11;16;16;11
rxjava;;io.reactivex.XMapYPerf.flowFlatMapCompletable0;times=1000;35;17;18;16;19
rxjava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observablePlain;count=1000000;6;7;6;33;6
rxjava;;io.reactivex.ToFlowablePerf.observableInner;times=1;9;8;13;9;11
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs1;times=1;21;14;10;9;12
rxjava;;io.reactivex.parallel.ParallelPerf.parallel;compute=10000&count=10000&parallelism=2;12;21;15;12;13
rxjava;;io.reactivex.parallel.ParallelPerf.parallel;compute=100&count=10000&parallelism=2;10;14;13;11;19
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000&maxConcurrency=32&work=1000;19;20;17;24;18
rxjava;;io.reactivex.BlockingPerf.observableBlockingFirst;times=1000;14;10;11;10;16
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=1&maxConcurrency=256;13;9;9;9;7
rxjava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observableConvert;count=100000;16;22;12;11;11
rxjava;;io.reactivex.XMapYPerf.flowFlatMapIterable1;times=100;11;12;10;12;12
rxjava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableConvert;count=10000;16;22;16;18;15
rxjava;;io.reactivex.StrictPerf.external;count=10000&cpu=1;19;9;9;15;9
rxjava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observableConvert;count=1000;10;13;11;13;12
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=100000&maxConcurrency=32;18;18;17;20;22
rxjava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observableDedicated;count=10;11;8;8;7;8
rxjava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observablePlain;count=1;40;12;13;8;18
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10000&maxConcurrency=32&work=1000;12;16;14;15;16
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain;count=1000000;19;17;10;21;17
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=10&maxConcurrency=32;13;12;26;12;12
rxjava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=10000;23;10;10;11;10
rxjava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableDedicated;count=100;14;12;15;12;12
rxjava;;io.reactivex.BinaryFlatMapPerf.singleFlattenAsPublisher;times=1;15;14;19;14;15
rxjava;;io.reactivex.StrictPerf.internal;count=10000&cpu=10;15;18;9;28;10
rxjava;;io.reactivex.BlockingGetPerf.observableBlockingFirst;;11;16;11;14;36
rxjava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHidePublisher;times=1;10;9;16;8;7
rxjava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=1000;20;18;16;16;18
rxjava;;io.reactivex.StrictPerf.internal;count=1&cpu=10;12;14;35;10;11
rxjava;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=10000;31;18;16;19;15
rxjava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observablePlain;count=100000;12;19;12;15;15
rxjava;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableDedicated;count=100;20;15;14;26;20
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1000&maxConcurrency=1&work=1;16;14;11;13;18
rxjava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10&count=10000&parallelism=2;15;26;16;27;15
rxjava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observableConvert;count=10;10;11;21;14;12
rxjava;;io.reactivex.BlockingPerf.flowableBlockingFirst;times=1;10;10;9;11;10
rxjava;;io.reactivex.StrictPerf.internal;count=1&cpu=100;7;10;9;10;8
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000&maxConcurrency=32&work=100;13;23;15;25;22
rxjava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=100&count=10000&parallelism=3;20;33;15;16;14
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs1;times=1000000;14;14;13;14;21
rxjava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert;count=10;7;7;8;11;12
rxjava;;io.reactivex.ToFlowablePerf.observableInner;times=1000;13;13;12;12;13
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=10;11;10;8;9;9
rxjava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observablePlain;count=100;8;14;8;8;9
rxjava;;io.reactivex.FlatMapJustPerf.flowable;times=1000;12;12;14;12;14
rxjava;;io.reactivex.XMapYPerf.obsFlatMapObservable1;times=10;17;11;10;12;8
rxjava;;io.reactivex.RxVsStreamPerf.rangeFlatMap;times=1000000;17;21;13;18;22
rxjava;;io.reactivex.StrictPerf.internal;count=1000&cpu=100;7;7;6;8;8
rxjava;;io.reactivex.XMapYPerf.obsFlatMapCompletable0;times=10000;13;14;47;20;28
rxjava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowablePlain;count=100;10;12;10;15;25
rxjava;;io.reactivex.XMapYPerf.flowFlatMapFlowable1;times=10000;11;13;16;15;13
rxjava;;io.reactivex.BlockingPerf.observableBlockingLast;times=1000;8;9;15;11;18
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=10&maxConcurrency=32;9;8;8;8;9
rxjava;;io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableConvert;count=10000;17;13;18;18;20
rxjava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableDedicated;count=1000000;18;20;15;18;16
rxjava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observablePlain;count=10;12;11;12;12;11
rxjava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observableConvert;count=10;9;7;9;8;8
rxjava;;io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableConvert;count=1000000;14;17;22;14;16
rxjava;;io.reactivex.xmapz.ObservableConcatMapMaybePerf.observablePlain;count=10000;25;21;24;23;23
rxjava;;io.reactivex.parallel.ParallelPerf.parallel;compute=10&count=10000&parallelism=1;18;20;12;15;23
