project;commit;benchmark;params;f1;f2;f3;f4;f5
rxjava;;io.reactivex.XMapYPerf.obsFlatMapIterable0;times=100000;40;43;40;42;41
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1;13;28;23;23;23
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observablePlain;count=100;11;13;22;18;19
rxjava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=10;19;8;19;26;8
rxjava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=1000000;10;10;10;10;10
rxjava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observablePlain;count=1;16;18;24;25;11
rxjava;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=1;42;36;38;22;40
rxjava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableConvert;count=1;15;9;9;19;17
rxjava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=100000;26;28;26;27;25
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableConvert;count=1000000;6;9;9;8;9
rxjava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10000&count=10000&parallelism=1;5;5;5;5;5
rxjava;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=100;37;24;34;38;21
rxjava;;io.reactivex.XMapYPerf.flowFlatMapIterable0;times=100;41;34;26;33;24
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=100;13;15;17;14;16
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=10000;5;6;18;7;11
rxjava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=100000;15;15;5;10;12
rxjava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observablePlain;count=100000;7;5;8;8;7
rxjava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observablePlain;count=10000;13;10;13;10;10
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain;count=100;23;16;20;20;11
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableConvert;count=10;17;21;19;22;22
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated;count=10000;13;16;15;10;16
rxjava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowablePlain;count=1000;18;21;19;10;13
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observablePlain;count=1000;21;12;15;21;12
rxjava;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=1000000;6;8;10;10;10
rxjava;;io.reactivex.FlattenJustPerf.flowable;times=1000000;17;17;22;16;17
rxjava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10000&count=10000&parallelism=4;12;11;10;9;10
rxjava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observablePlain;count=1000000;8;8;8;7;7
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000000&maxConcurrency=1;8;8;9;8;8
rxjava;;io.reactivex.BlockingGetPerf.flowableBlockingLast;;24;31;28;22;24
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=10000;16;11;18;11;10
rxjava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observableConvert;count=1;8;17;23;37;17
rxjava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapPublisher;times=1;18;24;5;16;26
rxjava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observablePlain;count=1000000;26;19;15;20;23
rxjava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableDedicated;count=100000;22;22;24;27;24
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=10000&maxConcurrency=8;5;5;8;15;9
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=10&maxConcurrency=128&work=1;17;9;11;14;17
rxjava;;io.reactivex.OperatorMergePerf.mergeTwoAsyncStreamsOfN;size=1000;6;6;6;10;6
rxjava;;io.reactivex.TakeUntilPerf.flowable;;22;5;34;38;23
rxjava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observableDedicated;count=100000;17;27;18;22;16
rxjava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated;count=10000;7;5;5;7;6
rxjava;;io.reactivex.BinaryFlatMapPerf.maybeFlatMapHidePublisher;times=1000;7;19;24;13;13
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableConvert;count=1000000;8;8;8;9;8
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=1;22;13;40;20;26
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableDedicated;count=10;26;43;37;40;50
rxjava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain;count=10000;12;15;18;12;14
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybe0;times=1;26;26;21;32;2147483647
rxjava;;io.reactivex.CallableAsyncPerf.pipelineCompletable;;7;9;13;6;34
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=1000000;11;7;10;10;5
rxjava;;io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableConvert;count=1000000;9;9;9;9;9
rxjava;;io.reactivex.XMapYPerf.obsFlatMapSingleAsObs1;times=100000;19;18;22;28;22
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=1&maxConcurrency=8&work=10;5;10;7;37;14
rxjava;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=100000;30;28;25;22;25
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableDedicated;count=10;37;38;39;42;2147483647
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMapCompletable;items=100000&maxConcurrency=8;22;19;20;15;7
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1000;9;9;11;16;7
rxjava;;io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableDedicated;count=10000;6;18;9;9;7
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100&maxConcurrency=1&work=100;14;18;13;16;9
rxjava;;io.reactivex.ObservableFlatMapPerf.flatMapXRange;count=100000;18;18;18;18;16
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableConvert;count=10000;16;9;18;12;15
rxjava;;io.reactivex.XMapYPerf.flowFlatMapCompletable0;times=1000;5;6;17;5;5
rxjava;;io.reactivex.xmapz.ObservableFlatMapMaybePerf.observablePlain;count=1000000;10;10;12;7;9
rxjava;;io.reactivex.ToFlowablePerf.observableInner;times=1;32;37;30;43;41
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs1;times=1;23;27;29;9;25
rxjava;;io.reactivex.parallel.ParallelPerf.parallel;compute=10000&count=10000&parallelism=2;13;10;5;5;5
rxjava;;io.reactivex.parallel.ParallelPerf.parallel;compute=100&count=10000&parallelism=2;14;14;11;19;30
rxjava;;io.reactivex.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable;items=100000&maxConcurrency=32&work=1000;5;5;5;5;5
