project;commit;benchmark;params;f1;f2;f3;f4;f5
rxjava;;io.reactivex.XMapYPerf.obsFlatMapIterable0;times=100000;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable;times=1;34;26;12;20;22
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observablePlain;count=100;44;36;38;42;35
rxjava;;io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert;count=10;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowableConvert;count=1000000;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.xmapz.ObservableConcatMapSinglePerf.observablePlain;count=1;20;28;22;33;20
rxjava;;io.reactivex.XMapYPerf.flowFlatMapSingle1;times=1;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowableConvert;count=1;2147483647;50;2147483647;31;2147483647
rxjava;;io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableConvert;count=100000;42;44;46;46;47
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observableConvert;count=1000000;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.parallel.ParallelPerf.groupBy;compute=10000&count=10000&parallelism=1;35;2147483647;41;38;31
rxjava;;io.reactivex.XMapYPerf.flowFlatMapFlowable0;times=100;49;37;41;2147483647;38
rxjava;;io.reactivex.XMapYPerf.flowFlatMapIterable0;times=100;2147483647;2147483647;2147483647;45;50
rxjava;;io.reactivex.xmapz.FlowableConcatMapCompletablePerf.flowableConvert;count=100;34;39;42;31;33
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybe1;times=10000;2147483647;2147483647;47;42;2147483647
rxjava;;io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain;count=100000;5;5;5;5;5
rxjava;;io.reactivex.xmapz.ObservableFlatMapSinglePerf.observablePlain;count=100000;2147483647;5;2147483647;2147483647;2147483647
rxjava;;io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observablePlain;count=10000;2147483647;43;2147483647;46;25
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowablePlain;count=100;2147483647;2147483647;2147483647;49;2147483647
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableConvert;count=10;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.xmapz.FlowableConcatMapMaybeEmptyPerf.flowableDedicated;count=10000;5;5;9;5;5
rxjava;;io.reactivex.xmapz.FlowableFlatMapSinglePerf.flowablePlain;count=1000;12;5;8;5;9
rxjava;;io.reactivex.xmapz.ObservableSwitchMapSinglePerf.observablePlain;count=1000;39;35;32;43;28
rxjava;;io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1;times=1000000;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.FlattenJustPerf.flowable;times=1000000;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.parallel.ParallelPerf.flatMap;compute=10000&count=10000&parallelism=4;8;9;12;16;12
rxjava;;io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observablePlain;count=1000000;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap;items=1000000&maxConcurrency=1;2147483647;2147483647;2147483647;2147483647;2147483647
rxjava;;io.reactivex.BlockingGetPerf.flowableBlockingLast;;30;34;27;21;28
rxjava;;io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0;times=10000;39;37;36;45;35
rxjava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observableConvert;count=1;40;29;21;45;40
rxjava;;io.reactivex.BinaryFlatMapPerf.singleFlatMapPublisher;times=1;19;17;2147483647;24;44
rxjava;;io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observablePlain;count=1000000;13;12;5;7;9
