project;commit;benchmark;params;i1;i2;i3;i4;i5;i6;i7;i8;i9;i10;i11;i12;i13;i14;i15;i16;i17;i18;i19;i20;i21;i22;i23;i24;i25;i26;i27;i28;i29;i30;i31;i32;i33;i34;i35;i36;i37;i38;i39;i40;i41;i42;i43;i44;i45;i46;i47;i48;i49;i50;i51;i52;i53;i54;i55;i56;i57;i58;i59;i60;i61;i62;i63;i64;i65;i66;i67;i68;i69;i70;i71;i72;i73;i74;i75;i76;i77;i78;i79;i80;i81;i82;i83;i84;i85;i86;i87;i88;i89;i90;i91;i92;i93;i94;i95;i96;i97;i98;i99;i100
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.VarargsBenchmark.varargParams;;0.026260337;0.039507873;0.041199463;0.045705545;0.045964724;0.044999919;0.043819096;0.042765838;0.041667522;0.040621085;0.039632897;0.03886861;0.03810674;0.037394811;0.036791859;0.036191283;0.035670156;0.035204604;0.034808207;0.034397146;0.034005708;0.033676616;0.033330866;0.033018963;0.032781907;0.03252021;0.032251604;0.032032066;0.03182256;0.031638536;0.031432215;0.031228241;0.031052511;0.030902513;0.030731731;0.030574568;0.030428674;0.030288913;0.03018009;0.030034191;0.029913564;0.029802215;0.029679664;0.029587402;0.029489122;0.029388298;0.029289817;0.029214471;0.029129403;0.029032323;0.028954923;0.028894591;0.028808603;0.028741638;0.028691291;0.028612884;0.028552283;0.028484275;0.028434575;0.028366636;0.028312024;0.028242079;0.02817157;0.028124785;0.028079889;0.028024433;0.027976299;0.027923819;0.027872464;0.027832569;0.027789236;0.027738512;0.027685747;0.02764029;0.027592612;0.027544283;0.027498684;0.027461983;0.027443845;0.027393928;0.027359754;0.027333234;0.027306868;0.02727121;0.02724935;0.027229579;0.02722044;0.027179883;0.027159534;0.027125636;0.027090688;0.027077489;0.027048353;0.027027407;0.02701173;0.026992054;0.026965337;0.026942317;0.026911247;0.026884412
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.VarargsBenchmark.individualParams;;0;0.022626303;0.029019497;0.031673654;0.032165308;0.032588225;0.031970326;0.031347984;0.032007517;0.031409645;0.030939161;0.030615837;0.030303398;0.030029509;0.029742444;0.029730679;0.029453076;0.029248247;0.029004578;0.028873319;0.028695858;0.028550287;0.028345669;0.028185879;0.028052682;0.027965065;0.0278276;0.027690739;0.027626168;0.027549431;0.027456902;0.027352449;0.027280246;0.027214801;0.027114371;0.027250783;0.027186108;0.027093195;0.027009773;0.02692324;0.026862304;0.026790756;0.026745258;0.026677407;0.026646113;0.026612915;0.026553739;0.026507865;0.026453614;0.026430529;0.026387668;0.026328538;0.026289239;0.026252379;0.026204568;0.02618075;0.026169492;0.026137885;0.026146941;0.026118576;0.026147886;0.02610715;0.02611645;0.02606986;0.026035766;0.02600679;0.025984243;0.025979679;0.025941968;0.025920439;0.025898075;0.025878773;0.025853125;0.025835295;0.025812713;0.025799965;0.025786869;0.025772112;0.025745222;0.025719778;0.025697146;0.025672245;0.025648368;0.025627782;0.02562266;0.025604847;0.02559075;0.025571325;0.025555422;0.025535568;0.025537616;0.025521613;0.025507496;0.025487198;0.025478236;0.025461593;0.025444332;0.025428553;0.02541601;0.025401598
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.VarargsBenchmark.baseline;;0.0351617;0.054874653;0.057740836;0.05520962;0.052407944;0.049956423;0.047938177;0.046144141;0.044614697;0.04336547;0.042233196;0.041238993;0.040363761;0.039603479;0.038921793;0.038317993;0.037735267;0.037191259;0.036803523;0.036359862;0.035940151;0.035562899;0.035245676;0.034999058;0.034701513;0.034423964;0.034160289;0.033920161;0.033689534;0.033467477;0.033272039;0.033077925;0.032913815;0.03273971;0.03261486;0.032445866;0.032315482;0.032174682;0.032044988;0.031941974;0.031805872;0.031701974;0.031617149;0.031498573;0.031392729;0.031282526;0.031188243;0.031093263;0.030992436;0.030898625;0.030798726;0.030723893;0.03064573;0.030567053;0.030514701;0.030458508;0.030380707;0.030311303;0.030249426;0.030191529;0.030130833;0.030075345;0.030015119;0.029973239;0.029914675;0.029867039;0.029818641;0.029764839;0.029710575;0.02966509;0.029619298;0.029574242;0.029537275;0.029484916;0.029455202;0.02940954;0.029374191;0.029336902;0.02930002;0.02927504;0.029233738;0.029205346;0.029170298;0.029129163;0.02910364;0.02910329;0.029078734;0.029047115;0.029016741;0.028987738;0.028958722;0.028933766;0.028900438;0.028877246;0.028848018;0.028822157;0.028796434;0.028765475;0.028740597;0.028712821
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark.timeBasedUUID;;0.041324592;0.034007886;0.030464722;0.027790057;0.025648919;0.023989431;0.022693224;0.022178471;0.021264603;0.02085813;0.020495622;0.020246682;0.020017614;0.019836435;0.019523416;0.019326838;0.018988592;0.018630205;0.018646466;0.018411204;0.018170899;0.017906359;0.017668469;0.01745469;0.017422141;0.017503554;0.017396162;0.017417991;0.017337528;0.017172688;0.017028848;0.016871521;0.016744348;0.016627865;0.016512384;0.016384712;0.016371822;0.01624448;0.016210297;0.016119397;0.016011105;0.015959076;0.015856551;0.015777354;0.015692427;0.015597996;0.015501858;0.015361658;0.015432222;0.01536523;0.015322523;0.015295421;0.01525561;0.015256722;0.015211763;0.01514526;0.015143454;0.015145623;0.015091029;0.015036478;0.014983946;0.014928692;0.014951676;0.014899761;0.014901524;0.014852129;0.014811205;0.01476129;0.014715083;0.014673438;0.014630324;0.014607371;0.014580163;0.014535334;0.014526836;0.014484932;0.014502273;0.014552203;0.014472082;0.014479855;0.01444572;0.014411424;0.014463332;0.014428981;0.014395173;0.014366939;0.014330873;0.014395775;0.014412183;0.014384048;0.014358884;0.014329267;0.014298298;0.014281234;0.014295252;0.014277745;0.014296089;0.014262728;0.014233009;0.014218882
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark.randomUUID;;0.074721911;0.063340451;0.063351;0.059628832;0.058251347;0.054267523;0.051132446;0.04878133;0.04655391;0.048256905;0.046598895;0.049518534;0.048743856;0.048965638;0.04880572;0.047433729;0.046424594;0.045446125;0.044584198;0.043794231;0.043016457;0.044078494;0.043780047;0.043120577;0.042478865;0.041859965;0.042547913;0.042614894;0.04208498;0.04153388;0.041080944;0.040712821;0.040445035;0.040025786;0.039749849;0.039348048;0.039071578;0.038730125;0.038767238;0.038396203;0.038083937;0.037788459;0.037499769;0.037216512;0.036936755;0.036638604;0.03644227;0.036950645;0.036680159;0.036389412;0.036114068;0.035899406;0.035650124;0.035396415;0.035298606;0.035844395;0.035719472;0.035485747;0.035254657;0.035061424;0.034841485;0.034685239;0.034490015;0.034323598;0.034134771;0.033955785;0.033795177;0.033621;0.03344611;0.033283041;0.033442092;0.033272076;0.033139691;0.032972683;0.032824679;0.03266737;0.032529188;0.032387327;0.032240715;0.032114986;0.031979293;0.031840809;0.03172195;0.03158082;0.03146523;0.031334709;0.031211489;0.031109723;0.031008886;0.030884691;0.030772369;0.030667244;0.03057012;0.030490047;0.030377374;0.030273579;0.030180537;0.030094894;0.029995557;0.029923121
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UuidGeneratorBenchmark.base;;0.042614085;0.045592391;0.053041072;0.051938523;0.049571028;0.04723913;0.045241958;0.04350074;0.04192405;0.039773182;0.038586261;0.037630112;0.036821125;0.035998939;0.035304632;0.034656124;0.034113644;0.033596991;0.033078911;0.032592159;0.032054609;0.031682271;0.031326645;0.030992703;0.030658473;0.030340271;0.030081943;0.029839774;0.029542684;0.029285199;0.029051842;0.028844786;0.028643164;0.028450748;0.028294811;0.028141584;0.02797893;0.027836682;0.027690457;0.027517067;0.02738158;0.027258029;0.027138889;0.027077083;0.026979209;0.026849915;0.026761199;0.026701079;0.026589092;0.026496934;0.026401816;0.026323245;0.026217107;0.026158726;0.02606726;0.02601874;0.025967065;0.025897731;0.025841917;0.025766603;0.025722237;0.025632224;0.025464912;0.025407062;0.025370342;0.025308956;0.025238146;0.025181997;0.025145111;0.025097128;0.025086496;0.025018622;0.024965974;0.024912065;0.024850733;0.024783071;0.024758907;0.024747791;0.024694787;0.024640883;0.024608971;0.024558435;0.024527017;0.024483259;0.024448598;0.024415442;0.024365837;0.024325073;0.024284189;0.024249856;0.024146164;0.024128106;0.024105517;0.024100952;0.024066657;0.024027607;0.024003546;0.023974447;0.023946988;0.023907002
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxShort;;0;0.027893638;0.03074493;0.02782432;0.025701958;0.024184994;0.022835198;0.021741974;0.020801342;0.020414777;0.019719349;0.019085463;0.018535198;0.018034103;0.017629545;0.017236779;0.016870947;0.01653367;0.016248511;0.015969486;0.015738597;0.015524399;0.01530614;0.015111165;0.014920794;0.014768418;0.014615003;0.014468367;0.014315034;0.014285382;0.014367459;0.014244316;0.01411722;0.014030658;0.014010968;0.013905879;0.013791344;0.013713921;0.013627489;0.013539506;0.013452271;0.013359455;0.013279841;0.013231142;0.013153275;0.078802337;0.078002171;0.077229732;0.076438762;0.075715294;0.075008316;0.074320884;0.073651248;0.073000612;0.072366966;0.071750861;0.071150359;0.07056642;0.069995155;0.069438315;0.068893953;0.068363679;0.067844634;0.06733773;0.066843708;0.066359306;0.065887423;0.090068005;0.089458821;0.088860671;0.088275129;0.087701223;0.087137649;0.086586199;0.086044691;0.085511904;0.084990924;0.084480033;0.083940234;0.083447338;0.082963923;0.082487662;0.098762331;0.098221848;0.097690173;0.097116958;0.09660152;0.096096146;0.095598363;0.095107181;0.107759305;0.107229106;0.106708182;0.10619516;0.105688094;0.105187725;0.104696777;0.104211665;0.103731991;0.103260264
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxLong;;0;0.021457396;0.027036513;0.026461697;0.032746893;0.030100842;0.031785316;0.032036704;0.030214467;0.028671531;0.02734314;0.02766926;0.026608109;0.025660324;0.026083896;0.025294054;0.024922991;0.025188985;0.025357923;0.024783323;0.024406192;0.024536778;0.024568363;0.024632107;0.024422925;0.024033141;0.023660506;0.023303896;0.023395515;0.024205224;0.024242342;0.02405051;0.024114973;0.024121674;0.070345585;0.069670124;0.068753226;0.067908265;0.067060599;0.066382266;0.065685614;0.065050562;0.06454315;0.06384188;0.0632256;0.06258641;0.061951203;0.061432355;0.06088989;0.060312944;0.059802636;0.059304736;0.058818767;0.058417405;0.057952565;0.05749842;0.057054577;0.056688255;0.056272022;0.055846763;0.055517635;0.055126223;0.054742799;0.054397611;0.054018663;0.053651878;0.053291169;0.052951453;0.052612671;0.052274042;0.051959994;0.051609726;0.069289133;0.068940286;0.06863738;0.068199126;0.067821663;0.067419071;0.066997996;0.066641749;0.066244512;0.065853301;0.065517291;0.065145689;0.064820639;0.064463425;0.076949921;0.076584322;0.076223695;0.075933409;0.075599666;0.075194822;0.074853457;0.074473673;0.074088825;0.073763216;0.073423779;0.073116782;0.072804778;0.072496606
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxInt;;0.042586209;0.064656316;0.064940815;0.06670589;0.088559471;0.084791892;0.082067529;0.079887251;0.078486298;0.07725832;0.085041032;0.084304348;0.083510274;0.082355106;0.08126443;0.080208285;0.080066288;0.07906585;0.07847857;0.078079873;0.077430961;0.077530779;0.076988708;0.076523458;0.076556843;0.075861355;0.075722206;0.075969824;0.076200749;0.076444279;0.076652006;0.076396878;0.076015206;0.075701942;0.075459475;0.075216225;0.075052388;0.074970164;0.074843168;0.074467827;0.074247203;0.074026179;0.074162156;0.074085757;0.073890302;0.073790443;0.073600012;0.0734366;0.073286221;0.073155783;0.073082986;0.073059048;0.076274231;0.076222953;0.076065071;0.076034388;0.075796746;0.075692705;0.07562843;0.075461756;0.075345172;0.074954716;0.074753375;0.074822307;0.074675712;0.07448908;0.074346848;0.074325719;0.074193726;0.074018328;0.073902281;0.073807767;0.073913909;0.074406334;0.074281536;0.074113555;0.074086829;0.073985704;0.073882168;0.073929445;0.073968467;0.073860341;0.073743295;0.073651671;0.073539995;0.073454564;0.073172108;0.073128019;0.073024788;0.072944518;0.072927647;0.072986333;0.072907433;0.072937352;0.072939213;0.072870956;0.072799741;0.072762663;0.072764154;0.072710241
apache/logging-log4j2;;org.apache.logging.log4j.perf.jmh.UnboxBenchmark.boxFloat;;0.003281193;0.025308089;0.036714958;0.038510629;0.039347638;0.039421015;0.039852172;0.040861419;0.040442753;0.040760872;0.041268794;0.043544761;0.045026383;0.044988713;0.045397352;0.044823359;0.044937277;0.045152653;0.044740738;0.046604504;0.048013048;0.049272579;0.049790823;0.050452413;0.050894902;0.050555239;0.051831801;0.052188071;0.052788812;0.052490622;0.052713825;0.052442536;0.052646711;0.052874443;0.052828689;0.052953102;0.052777624;0.052565649;0.052353858;0.052909276;0.052987945;0.053041721;0.053079522;0.053114724;0.053185344;0.053142949;0.052986898;0.052851227;0.05290531;0.052761141;0.052638905;0.052668687;0.052615872;0.05256307;0.052851332;0.052911849;0.052956432;0.052769343;0.052821338;0.053007881;0.053056595;0.053028779;0.053352652;0.05373893;0.053641066;0.053660663;0.053659189;0.053638576;0.053585602;0.053575609;0.053626101;0.053628452;0.053603376;0.053589917;0.05359147;0.053555725;0.053543759;0.05359544;0.05359435;0.053456441;0.053424945;0.053522947;0.053573052;0.053584462;0.053596977;0.053581548;0.053539035;0.053519031;0.053490779;0.05365559;0.053649121;0.053631274;0.053625296;0.053614639;0.053654998;0.053616378;0.053625507;0.053773142;0.053771892;0.053752004
